Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
1193,V714,Z043,Z04.3,encounter for examination and observation following other accident
1194,56987,R1113,R11.13,vomiting of fecal matter
1195,7517,Q453,Q45.3,other congenital malformations of pancreas and pancreatic duct
1196,5859,N189,N18.9,"chronic kidney disease, unspecified"
1197,V4611,Z9911,Z99.11,dependence on respirator [ventilator] status
1198,8281,S8292XB,S82.92,unspecified fracture of left lower leg
1199,4272,I479,I47.9,"paroxysmal tachycardia, unspecified"
1200,470,J342,J34.2,deviated nasal septum
1201,9099,T788XXS,T78.8,"other adverse effects, not elsewhere classified"
1202,2788,E678,E67.8,other specified hyperalimentation
1203,2594,E343,E34.3,short stature due to endocrine disorder
1204,86344,S36503A,S36.50,unspecified injury of colon
1205,58381,N08,N08,glomerular disorders in diseases classified elsewhere
1206,33819,R52,R52,"pain, unspecified"
1207,7135,M1460,M14.60,"charcot's joint, unspecified site"
1208,60000,N400,N40.0,benign prostatic hyperplasia without lower urinary tract symptoms
1209,25042,E1165,E11.65,type 2 diabetes mellitus with hyperglycemia
1210,1528,C178,C17.8,malignant neoplasm of overlapping sites of small intestine
1211,319,F79,F79,unspecified intellectual disabilities
1212,25021,E1069,E10.69,type 1 diabetes mellitus with other specified complication
1213,2118,D201,D20.1,benign neoplasm of soft tissue of peritoneum
1214,3481,G931,G93.1,"anoxic brain damage, not elsewhere classified"
1215,7833,R633,R63.3,feeding difficulties
1216,76519,P0730,P07.30,"preterm newborn, unspecified weeks of gestation"
1217,E8554,T40.6,T40.6,"poisoning by, adverse effect of and underdosing of other and unspecified narcotics"
1218,75619,Q7649,Q76.49,"other congenital malformations of spine, not associated with scoliosis"
1219,87330,S0124XA,S01.24,puncture wound with foreign body of nose
1220,481,J181,J18.1,"lobar pneumonia, unspecified organism"
1221,1739,C44.9,C44.9,"other and unspecified malignant neoplasm of skin, unspecified"
1222,36281,H3560,H35.60,"retinal hemorrhage, unspecified eye"
1223,5280,K12.0,K12.0,recurrent oral aphthae
1224,8703,S0540XA,S05.40,"penetrating wound of orbit with or without foreign body, unspecified eye"
1225,33522,G1222,G12.22,progressive bulbar palsy
1226,E8839,W172XXA,W17.2,fall into hole
1227,44032,I70599,I70.59,other atherosclerosis of nonautologous biological bypass graft(s) of the extremities
1228,E9413,T44.3X,T44.3X,"poisoning by, adverse effect of and underdosing of other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics"
1229,E9585,X828XXA,X82.8,other intentional self-harm by crashing of motor vehicle
1230,78559,R578,R57.8,other shock
1231,56983,K631,K63.1,perforation of intestine (nontraumatic)
1232,9054,S99299S,S99.29,other physeal fracture of phalanx of toe
1233,8977,S88912A,S88.91,"complete traumatic amputation of lower leg, level unspecified"
1234,43401,I6330,I63.30,cerebral infarction due to thrombosis of unspecified cerebral artery
1235,53211,K56699,K56.69,other intestinal obstruction
1236,41022,I2119,I21.19,st elevation (stemi) myocardial infarction involving other coronary artery of inferior wall
1237,8742,S1110XA,S11.10,unspecified open wound of thyroid gland
1238,80711,S2239XB,S22.39,"fracture of one rib, unspecified side"
1239,47829,J392,J39.2,other diseases of pharynx
1240,E8582,T43.0X1,T43.0,"poisoning by, adverse effect of and underdosing of tricyclic and tetracyclic antidepressants"
1241,80119,S02109A,S02.10,unspecified fracture of base of skull
1242,3201,G001,G00.1,pneumococcal meningitis
1243,66921,O2653,O26.53,"maternal hypotension syndrome, third trimester"
1244,5888,N18.9,N18.9,"chronic kidney disease, unspecified"
1245,5081,J701,J70.1,chronic and other pulmonary manifestations due to radiation
1246,8249,S82899C,S82.89,other fractures of lower leg
1247,5695,K630,K63.0,abscess of intestine
1248,53400,K280,K28.0,acute gastrojejunal ulcer with hemorrhage
1249,80707,S2249XA,S22.49,"multiple fractures of ribs, unspecified side"
1250,V641,Z5309,Z53.09,procedure and treatment not carried out because of other contraindication
1251,71590,M1990,M19.90,"unspecified osteoarthritis, unspecified site"
1252,48242,J15212,J15.21,pneumonia due to staphylococcus aureus
1253,V011,Z201,Z20.1,contact with and (suspected) exposure to tuberculosis
1254,0059,A059,A05.9,"bacterial foodborne intoxication, unspecified"
1255,86110,S2690XA,S26.90,"unspecified injury of heart, unspecified with or without hemopericardium"
1256,96905,T43014A,T43.01,"poisoning by, adverse effect of and underdosing of tricyclic antidepressants"
1257,27952,D89811,D89.81,graft-versus-host disease
1258,66561,O716,O71.6,obstetric damage to pelvic joints and ligaments
1259,56985,K5521,K55.21,angiodysplasia of colon with hemorrhage
1260,5730,K761,K76.1,chronic passive congestion of liver
1261,30181,F6081,F60.81,narcissistic personality disorder
1262,3060,F458,F45.8,other somatoform disorders
1263,74910,Q369,Q36.9,"cleft lip, unilateral"
1264,8089,S329XXB,S32.9,fracture of unspecified parts of lumbosacral spine and pelvis
1265,78055,G4720,G47.20,"circadian rhythm sleep disorder, unspecified type"
1266,85189,S06339A,S06.33,"contusion and laceration of cerebrum, unspecified"
1267,2718,E771,E77.1,defects in glycoprotein degradation
1268,20400,C9100,C91.00,acute lymphoblastic leukemia not having achieved remission
1269,9061,S91009S,S91.00,unspecified open wound of ankle
1270,2599,E349,E34.9,"endocrine disorder, unspecified"
1271,9530,S142XXA,S14.2,injury of nerve root of cervical spine
1272,V433,Z952,Z95.2,presence of prosthetic heart valve
1273,V4581,Z951,Z95.1,presence of aortocoronary bypass graft
1274,1513,C161,C16.1,malignant neoplasm of fundus of stomach
1275,85406,S069X9A,S06.9X,unspecified intracranial injury
1276,9055,M8448XS,M84.48,"pathological fracture, other site"
1277,7825,R230,R23.0,cyanosis
1278,33828,G8928,G89.28,other chronic postprocedural pain
1279,9570,S144XXA,S14.4,injury of peripheral nerves of neck
1280,E8840,W098XXA,W09.8,fall on or from other playground equipment
1281,43330,I658,I65.8,occlusion and stenosis of other precerebral arteries
1282,V8538,Z6838,Z68.38,"body mass index [bmi] 38.0-38.9, adult"
1283,E8012,V813XXA,V81.3,occupant of railway train or railway vehicle injured in collision with other object
1284,05329,B0239,B02.39,other herpes zoster eye disease
1285,86500,S3600XA,S36.00,unspecified injury of spleen
1286,E8854,V00312A,V00.31,snowboard accident
1287,76072,P0449,P04.49,newborn affected by maternal use of other drugs of addiction
1288,9213,S0510XA,S05.10,"contusion of eyeball and orbital tissues, unspecified eye"
1289,42781,R001,R00.1,"bradycardia, unspecified"
1290,53781,K313,K31.3,"pylorospasm, not elsewhere classified"
1291,8406,S4380XA,S43.80,sprain of other specified parts of unspecified shoulder girdle
1292,V446,Z936,Z93.6,other artificial openings of urinary tract status
1293,2738,E8809,E88.09,"other disorders of plasma-protein metabolism, not elsewhere classified"
1294,5949,N219,N21.9,"calculus of lower urinary tract, unspecified"
1295,9962,T85193A,T85.19,other mechanical complication of implanted electronic stimulator of nervous system
1296,1175,B459,B45.9,"cryptococcosis, unspecified"
1297,28522,D630,D63.0,anemia in neoplastic disease
1298,62570,N94819,N94.81,vulvodynia
1299,04183,B967,B96.7,clostridium perfringens [c. perfringens] as the cause of diseases classified elsewhere
1300,V1002,Z85819,Z85.81,"personal history of malignant neoplasm of lip, oral cavity, and pharynx"
1301,9989,T819XXA,T81.9,unspecified complication of procedure
1302,85102,S06331A,S06.33,"contusion and laceration of cerebrum, unspecified"
1303,38900,H902,H90.2,"conductive hearing loss, unspecified"
1304,28804,D703,D70.3,neutropenia due to infection
1305,76389,P0389,P03.89,newborn affected by other specified complications of labor and delivery
1306,07999,B9789,B97.89,other viral agents as the cause of diseases classified elsewhere
1307,75539,Q7270,Q72.70,"split foot, unspecified lower limb"
1308,6191,N824,N82.4,other female intestinal-genital tract fistulae
1309,75560,Q742,Q74.2,"other congenital malformations of lower limb(s), including pelvic girdle"
1310,58081,N08,N08,glomerular disorders in diseases classified elsewhere
1311,E9673,Y0701,Y07.01,"husband, perpetrator of maltreatment and neglect"
1312,0700,B150,B15.0,hepatitis a with hepatic coma
1313,64944,O99355,O99.35,"diseases of the nervous system complicating pregnancy, childbirth, and the puerperium"
1314,V4502,Z95810,Z95.81,presence of other cardiac implants and grafts
1315,2410,E041,E04.1,nontoxic single thyroid nodule
1316,V5041,Z4001,Z40.01,encounter for prophylactic removal of breast
1317,88001,S41009A,S41.00,unspecified open wound of shoulder
1318,7563,Q772,Q77.2,short rib syndrome
1319,9949,T7589XA,T75.89,other specified effects of external causes
1320,6271,N950,N95.0,postmenopausal bleeding
1321,46611,J210,J21.0,acute bronchiolitis due to respiratory syncytial virus
1322,E9249,X19XXXA,X19,contact with other heat and hot substances
1323,4808,J1289,J12.89,other viral pneumonia
1324,0416,B964,B96.4,proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere
1325,83501,S73016A,S73.01,posterior subluxation and dislocation of hip
1326,9120,S40819A,S40.81,abrasion of upper arm
1327,49120,J449,J44.9,"chronic obstructive pulmonary disease, unspecified"
1328,5935,N134,N13.4,hydroureter
1329,70521,L74519,L74.51,primary focal hyperhidrosis
1330,4553,K644,K64.4,residual hemorrhoidal skin tags
1331,0709,B199,B19.9,unspecified viral hepatitis without hepatic coma
1332,V618,Z638,Z63.8,other specified problems related to primary support group
1333,7755,P744,P74.4,other transitory electrolyte disturbances of newborn
1334,99667,T847XXA,T84.7,"infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts"
1335,3344,G3281,G32.81,cerebellar ataxia in diseases classified elsewhere
1336,E986,Y289XXA,Y28.9,"contact with unspecified sharp object, undetermined intent"
1337,1748,C50819,C50.81,"malignant neoplasm of overlapping sites of breast, female"
1338,49302,J4521,J45.21,mild intermittent asthma with (acute) exacerbation
1339,71589,M158,M15.8,other polyosteoarthritis
1340,V6889,Z0289,Z02.89,encounter for other administrative examinations
1341,99831,T8132XA,T81.32,"disruption of internal operation (surgical) wound, not elsewhere classified"
1342,5238,K063,K06.3,horizontal alveolar bone loss
1343,V8801,Z90710,Z90.71,acquired absence of cervix and uterus
1344,45350,I82599,I82.59,chronic embolism and thrombosis of other specified deep vein of lower extremity
1345,4719,J339,J33.9,"nasal polyp, unspecified"
1346,85300,S06360A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
1347,77082,P284,P28.4,other apnea of newborn
1348,E8494,Y92838,Y92.83,recreation area as the place of occurrence of the external cause
1349,5764,K833,K83.3,fistula of bile duct
1350,76402,P0512,P05.12,"newborn small for gestational age, 500-749 grams"
1351,53251,K56699,K56.69,other intestinal obstruction
1352,3689,H539,H53.9,unspecified visual disturbance
1353,43410,I669,I66.9,occlusion and stenosis of unspecified cerebral artery
1354,38869,H9220,H92.20,"otorrhagia, unspecified ear"
1355,5960,N320,N32.0,bladder-neck obstruction
1356,E977,Y3593XS,Y35.93,"legal intervention, means unspecified, suspect injured"
1357,42511,I421,I42.1,obstructive hypertrophic cardiomyopathy
1358,E8850,V00141A,V00.14,scooter (nonmotorized) accident
1359,6962,L418,L41.8,other parapsoriasis
1360,85146,S06389A,S06.38,"contusion, laceration, and hemorrhage of brainstem"
1361,2182,D252,D25.2,subserosal leiomyoma of uterus
1362,71918,M2508,M25.08,"hemarthrosis, other specified site"
1363,5672,K65.9,K65.9,"peritonitis, unspecified"
1364,8261,S92506B,S92.50,unspecified fracture of lesser toe(s)
1365,86101,S2691XA,S26.91,"contusion of heart, unspecified with or without hemopericardium"
1366,V0389,Z23,Z23,encounter for immunization
1367,94127,T2066XA,T20.66,corrosion of second degree of forehead and cheek
1368,V420,Z940,Z94.0,kidney transplant status
1369,85182,S06332A,S06.33,"contusion and laceration of cerebrum, unspecified"
1370,4253,I424,I42.4,endocardial fibroelastosis
1371,1885,C675,C67.5,malignant neoplasm of bladder neck
1372,E8161,V486XXA,V48.6,car passenger injured in noncollision transport accident in traffic accident
1373,9210,S0010XA,S00.10,contusion of unspecified eyelid and periocular area
1374,66914,O751,O75.1,shock during or following labor and delivery
1375,71430,M0800,M08.00,unspecified juvenile rheumatoid arthritis of unspecified site
1376,3485,G936,G93.6,cerebral edema
1377,E8801,W101XXA,W10.1,fall (on)(from) sidewalk curb
1378,99971,T80419A,T80.41,rh incompatibility with hemolytic transfusion reaction
1379,5128,J94.2,J94.2,hemothorax
1380,1308,B5889,B58.89,toxoplasmosis with other organ involvement
1381,64682,O26893,O26.89,other specified pregnancy related conditions
1382,9052,S6290XS,S62.90,unspecified fracture of unspecified wrist and hand
1383,5285,K130,K13.0,diseases of lips
1384,82110,S7290XC,S72.90,unspecified fracture of unspecified femur
1385,V4586,Z9884,Z98.84,bariatric surgery status
1386,70703,L89159,L89.15,pressure ulcer of sacral region
1387,4781,J39.3,J39.3,"upper respiratory tract hypersensitivity reaction, site unspecified"
1388,2728,E8889,E88.89,other specified metabolic disorders
1389,81393,S5290XC,S52.90,unspecified fracture of unspecified forearm
1390,7630,P030,P03.0,newborn affected by breech delivery and extraction
1391,6278,N958,N95.8,other specified menopausal and perimenopausal disorders
1392,48282,J155,J15.5,pneumonia due to escherichia coli
1393,78449,R498,R49.8,other voice and resonance disorders
1394,6868,L0889,L08.89,other specified local infections of the skin and subcutaneous tissue
1395,8677,S37899A,S37.89,injury of other urinary and pelvic organ
1396,3340,G111,G11.1,early-onset cerebellar ataxia
1397,9239,S40019A,S40.01,contusion of shoulder
1398,4919,J42,J42,unspecified chronic bronchitis
1399,2537,E893,E89.3,postprocedural hypopituitarism
1400,01186,A150,A15.0,tuberculosis of lung
1401,V1542,Z91412,Z91.41,personal history of adult abuse
1402,E9108,W67XXXA,W67,accidental drowning and submersion while in swimming-pool
1403,42653,I452,I45.2,bifascicular block
1404,42981,I5189,I51.89,other ill-defined heart diseases
1405,9729,T46994A,T46.99,"poisoning by, adverse effect of and underdosing of other agents primarily affecting the cardiovascular system"
1406,2732,D891,D89.1,cryoglobulinemia
1407,V8745,Z92241,Z92.24,personal history of steroid therapy
1408,7718,P38.8,P38,omphalitis of newborn
1409,1809,C539,C53.9,"malignant neoplasm of cervix uteri, unspecified"
1410,57481,K8067,K80.67,calculus of gallbladder and bile duct with acute and chronic cholecystitis with obstruction
1411,E9288,X58XXXA,X58,exposure to other specified factors
1412,81001,S42019A,S42.01,fracture of sternal end of clavicle
1413,72671,M7660,M76.60,"achilles tendinitis, unspecified leg"
1414,2639,E46,E46,unspecified protein-calorie malnutrition
1415,4489,I789,I78.9,"disease of capillaries, unspecified"
1416,67012,O8612,O86.12,endometritis following delivery
1417,37489,H0289,H02.89,other specified disorders of eyelid
1418,5942,N211,N21.1,calculus in urethra
1419,0419,B9689,B96.89,other specified bacterial agents as the cause of diseases classified elsewhere
1420,V4588,Z9282,Z92.82,status post administration of tpa (rtpa) in a different facility within the last 24 hours prior to admission to current facility
