Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
2997,V0759,Z79818,Z79.81,long term (current) use of agents affecting estrogen receptors and estrogen levels
2998,32731,G4721,G47.21,"circadian rhythm sleep disorder, delayed sleep phase type"
2999,00845,A0472,A04.72,"enterocolitis due to clostridium difficile, not specified as recurrent"
3000,17322,C44221,C44.22,squamous cell carcinoma of skin of ear and external auricular canal
3001,1961,C771,C77.1,secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
3002,83809,S93336A,S93.33,other subluxation and dislocation of foot
3003,29560,F205,F20.5,residual schizophrenia
3004,64951,O26853,O26.85,spotting complicating pregnancy
3005,2251,D333,D33.3,benign neoplasm of cranial nerves
3006,0669,A94,A94,unspecified arthropod-borne viral fever
3007,V6403,Z2803,Z28.03,immunization not carried out because of immune compromised state of patient
3008,7018,L985,L98.5,mucinosis of the skin
3009,20054,C8384,C83.84,"other non-follicular lymphoma, lymph nodes of axilla and upper limb"
3010,75316,Q615,Q61.5,medullary cystic kidney
3011,28730,D6949,D69.49,other primary thrombocytopenia
3012,V6106,Z6332,Z63.32,other absence of family member
3013,V412,R6889,R68.89,other general symptoms and signs
3014,80239,S0269XB,S02.69,fracture of mandible of other specified site
3015,71915,M25059,M25.05,"hemarthrosis, hip"
3016,2669,E539,E53.9,"vitamin b deficiency, unspecified"
3017,28409,D6109,D61.09,other constitutional aplastic anemia
3018,V5422,M84431D,M84.43,"pathological fracture, ulna and radius"
3019,65101,O30003,O30.00,"twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs"
3020,7439,Q159,Q15.9,"congenital malformation of eye, unspecified"
3021,29660,F3160,F31.60,"bipolar disorder, current episode mixed, unspecified"
3022,8631,S3630XA,S36.30,unspecified injury of stomach
3023,0709,B199,B19.9,unspecified viral hepatitis without hepatic coma
3024,V1749,Z8249,Z82.49,family history of ischemic heart disease and other diseases of the circulatory system
3025,V433,Z952,Z95.2,presence of prosthetic heart valve
3026,95210,S24102A,S24.10,unspecified injury of thoracic spinal cord
3027,80313,S06334A,S06.33,"contusion and laceration of cerebrum, unspecified"
3028,3492,G9619,G96.19,"other disorders of meninges, not elsewhere classified"
3029,72992,M7981,M79.81,nontraumatic hematoma of soft tissue
3030,98989,T65894A,T65.89,toxic effect of other specified substances
3031,E9289,X58XXXA,X58,exposure to other specified factors
3032,29410,F0280,F02.80,"dementia in other diseases classified elsewhere, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"
3033,5186,B4481,B44.81,allergic bronchopulmonary aspergillosis
3034,48239,J154,J15.4,pneumonia due to other streptococci
3035,65131,O3111X0,O31.11,"continuing pregnancy after spontaneous abortion of one fetus or more, first trimester"
3036,25201,E210,E21.0,primary hyperparathyroidism
3037,87210,S01329A,S01.32,laceration with foreign body of ear
3038,9101,S1091XA,S10.91,abrasion of unspecified part of neck
3039,65931,O753,O75.3,other infection during labor
3040,28653,D68312,D68.31,"hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors"
3041,6829,L0391,L03.91,"acute lymphangitis, unspecified"
3042,99952,T8062XA,T80.62,other serum reaction due to vaccination
3043,86122,S27339A,S27.33,laceration of lung
3044,35830,G7080,G70.80,"lambert-eaton syndrome, unspecified"
3045,4760,J370,J37.0,chronic laryngitis
3046,7358,M205X9,M20.5X,other deformities of toe(s) (acquired)
3047,71858,M2460,M24.60,"ankylosis, unspecified joint"
3048,01215,A154,A15.4,tuberculosis of intrathoracic lymph nodes
3049,5800,N003,N00.3,acute nephritic syndrome with diffuse mesangial proliferative glomerulonephritis
3050,28310,D594,D59.4,other nonautoimmune hemolytic anemias
3051,81510,S62309B,S62.30,unspecified fracture of other metacarpal bone
3052,82391,S82401C,S82.40,unspecified fracture of shaft of fibula
3053,V198,Z8489,Z84.89,family history of other specified conditions
3054,0986,A545,A54.5,gonococcal pharyngitis
3055,86503,S36031A,S36.03,laceration of spleen
3056,60021,N401,N40.1,benign prostatic hyperplasia with lower urinary tract symptoms
3057,V5871,Z48810,Z48.81,encounter for surgical aftercare following surgery on specified body systems
3058,23876,D471,D47.1,chronic myeloproliferative disease
3059,501,J61,J61,pneumoconiosis due to asbestos and other mineral fibers
3060,0991,A55,A55,chlamydial lymphogranuloma (venereum)
3061,27906,D831,D83.1,common variable immunodeficiency with predominant immunoregulatory t-cell disorders
3062,94530,T24709A,T24.70,"corrosion of third degree of unspecified site of lower limb, except ankle and foot"
3063,99779,T8172XA,T81.72,"complication of vein following a procedure, not elsewhere classified"
3064,37441,H02539,H02.53,eyelid retraction
3065,81254,S42476B,S42.47,transcondylar fracture of humerus
3066,70722,L89.2,L89.2,pressure ulcer of hip
3067,65423,O34219,O34.21,maternal care for scar from previous cesarean delivery
3068,7321,M9180,M91.80,"other juvenile osteochondrosis of hip and pelvis, unspecified leg"
3069,1513,C161,C16.1,malignant neoplasm of fundus of stomach
3070,938,T189XXA,T18.9,"foreign body of alimentary tract, part unspecified"
3071,99671,T829XXA,T82.9,"unspecified complication of cardiac and vascular prosthetic device, implant and graft"
3072,37333,H01149,H01.14,xeroderma of eyelid
3073,28866,D72825,D72.82,elevated white blood cell count
3074,27651,E860,E86.0,dehydration
3075,36614,H25049,H25.04,posterior subcapsular polar age-related cataract
3076,72885,M62838,M62.83,muscle spasm
3077,33529,G1224,G12.24,familial motor neuron disease
3078,5560,K5180,K51.80,other ulcerative colitis without complications
3079,74742,Q263,Q26.3,partial anomalous pulmonary venous connection
3080,75010,Q383,Q38.3,other congenital malformations of tongue
3081,65631,O68,O68,labor and delivery complicated by abnormality of fetal acid-base balance
3082,9219,S0590XA,S05.90,unspecified injury of unspecified eye and orbit
3083,8240,S8256XA,S82.56,nondisplaced fracture of medial malleolus of unspecified tibia
3084,71833,M24439,M24.43,"recurrent dislocation, wrist"
3085,V604,Z742,Z74.2,need for assistance at home and no other household member able to render care
3086,92720,S6720XA,S67.20,crushing injury of unspecified hand
3087,7569,Q799,Q79.9,"congenital malformation of musculoskeletal system, unspecified"
3088,5960,N320,N32.0,bladder-neck obstruction
3089,34212,G8114,G81.14,spastic hemiplegia affecting left nondominant side
3090,62135,N8502,N85.02,endometrial intraepithelial neoplasia [ein]
3091,V1329,Z8759,Z87.59,"personal history of other complications of pregnancy, childbirth and the puerperium"
3092,7420,Q019,Q01.9,"encephalocele, unspecified"
3093,37743,H47039,H47.03,optic nerve hypoplasia
3094,8489,T1490XA,T14.90,"injury, unspecified"
3095,84503,S93439A,S93.43,sprain of tibiofibular ligament
3096,37853,H4910,H49.10,"fourth [trochlear] nerve palsy, unspecified eye"
3097,V109,Z85.9,Z85.9,"personal history of malignant neoplasm, unspecified"
3098,5680,K660,K66.0,peritoneal adhesions (postprocedural) (postinfection)
3099,9124,S40869A,S40.86,insect bite (nonvenomous) of upper arm
3100,20401,C9101,C91.01,"acute lymphoblastic leukemia, in remission"
3101,73312,M84439A,M84.43,"pathological fracture, ulna and radius"
3102,2651,E519,E51.9,"thiamine deficiency, unspecified"
3103,8742,S1110XA,S11.10,unspecified open wound of thyroid gland
3104,99771,T81710A,T81.71,"complication of artery following a procedure, not elsewhere classified"
3105,V1000,Z8500,Z85.00,personal history of malignant neoplasm of unspecified digestive organ
3106,1568,C248,C24.8,malignant neoplasm of overlapping sites of biliary tract
3107,7463,Q230,Q23.0,congenital stenosis of aortic valve
3108,72981,M7989,M79.89,other specified soft tissue disorders
3109,42518,I422,I42.2,other hypertrophic cardiomyopathy
3110,72751,M7120,M71.20,"synovial cyst of popliteal space [baker], unspecified knee"
3111,45189,I808,I80.8,phlebitis and thrombophlebitis of other sites
3112,3918,I018,I01.8,other acute rheumatic heart disease
3113,36442,H211X9,H21.1X,other vascular disorders of iris and ciliary body
3114,53560,K2980,K29.80,duodenitis without bleeding
3115,74429,Q178,Q17.8,other specified congenital malformations of ear
3116,E0076,Y9367,Y93.67,"activity, basketball"
3117,2853,D6481,D64.81,anemia due to antineoplastic chemotherapy
3118,V233,O0940,O09.40,"supervision of pregnancy with grand multiparity, unspecified trimester"
3119,72142,M4716,M47.16,"other spondylosis with myelopathy, lumbar region"
3120,6250,N9419,N94.19,other specified dyspareunia
3121,00843,A045,A04.5,campylobacter enteritis
3122,4611,J0110,J01.10,"acute frontal sinusitis, unspecified"
3123,E887,W19XXXA,W19,unspecified fall
3124,9687,T413X1A,T41.3X,"poisoning by, adverse effect of and underdosing of local anesthetics"
3125,85140,S06380A,S06.38,"contusion, laceration, and hemorrhage of brainstem"
3126,65651,O365930,O36.59,maternal care for other known or suspected poor fetal growth
3127,6266,N921,N92.1,excessive and frequent menstruation with irregular cycle
3128,9301,T1512XA,T15.12,"foreign body in conjunctival sac, left eye"
3129,8064,S34129A,S34.12,incomplete lesion of lumbar spinal cord
3130,7523,Q55.3,Q55.3,atresia of vas deferens
3131,80326,S066X9A,S06.6X,traumatic subarachnoid hemorrhage
3132,71500,M159,M15.9,"polyosteoarthritis, unspecified"
3133,1176,B482,B48.2,allescheriasis
3134,E0075,Y9366,Y93.66,"activity, soccer"
3135,99693,T870X9,T87.0X,complications of reattached (part of) upper extremity
3136,8860,S68629A,S68.62,partial traumatic transphalangeal amputation of other and unspecified finger
3137,71843,M24539,M24.53,"contracture, wrist"
3138,43852,I69964,I69.96,other paralytic syndrome following unspecified cerebrovascular disease
3139,37155,H1855,H18.55,macular corneal dystrophy
3140,37911,H15849,H15.84,scleral ectasia
3141,99677,T849XXA,T84.9,"unspecified complication of internal orthopedic prosthetic device, implant and graft"
3142,20152,C8112,C81.12,"nodular sclerosis hodgkin lymphoma, intrathoracic lymph nodes"
3143,V090,Z1611,Z16.11,resistance to penicillins
3144,27952,D89811,D89.81,graft-versus-host disease
3145,78094,R6881,R68.81,early satiety
3146,3019,F609,F60.9,"personality disorder, unspecified"
3147,5721,K751,K75.1,phlebitis of portal vein
3148,E9675,Y07410,Y07.41,"sibling, perpetrator of maltreatment and neglect"
3149,47831,J3801,J38.01,"paralysis of vocal cords and larynx, unilateral"
3150,V440,Z930,Z93.0,tracheostomy status
3151,05821,B1001,B10.01,human herpesvirus 6 encephalitis
3152,67153,O2293,O22.93,"venous complication in pregnancy, unspecified, third trimester"
3153,04082,A483,A48.3,toxic shock syndrome
3154,84212,S63659A,S63.65,sprain of metacarpophalangeal joint of other and unspecified finger(s)
3155,2988,F23,F23,brief psychotic disorder
3156,42983,I5181,I51.81,takotsubo syndrome
3157,5111,J942,J94.2,hemothorax
3158,6981,L293,L29.3,"anogenital pruritus, unspecified"
3159,4847,J17,J17,pneumonia in diseases classified elsewhere
3160,E915,W27.XXXA,W27,contact with nonpowered hand tool
3161,8171,S6290XB,S62.90,unspecified fracture of unspecified wrist and hand
3162,35921,G7111,G71.11,myotonic muscular dystrophy
3163,37621,H0589,H05.89,other disorders of orbit
3164,9047,S95809A,S95.80,unspecified injury of other blood vessels at ankle and foot level
3165,37214,H1045,H10.45,other chronic allergic conjunctivitis
3166,29502,F2089,F20.89,other schizophrenia
3167,75500,Q699,Q69.9,"polydactyly, unspecified"
3168,07812,B070,B07.0,plantar wart
3169,E9506,T49.4X,T49.4X,"poisoning by, adverse effect of and underdosing of keratolytics, keratoplastics, and other hair treatment drugs and preparations"
3170,45389,I82890,I82.89,embolism and thrombosis of other specified veins
3171,01123,A150,A15.0,tuberculosis of lung
3172,73393,M84369A,M84.36,"stress fracture, tibia and fibula"
3173,9178,S90936A,S90.93,unspecified superficial injury of toes
3174,71597,M1990,M19.90,"unspecified osteoarthritis, unspecified site"
3175,7899,R198,R19.8,other specified symptoms and signs involving the digestive system and abdomen
3176,64691,O9989,O99.89,"other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"
3177,326,G09,G09,sequelae of inflammatory diseases of central nervous system
3178,2540,E320,E32.0,persistent hyperplasia of thymus
3179,29011,F0390,F03.90,"unspecified dementia, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"
3180,9052,S6290XS,S62.90,unspecified fracture of unspecified wrist and hand
3181,7869,R0689,R06.89,other abnormalities of breathing
3182,20010,C8359,C83.59,"lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites"
3183,96902,T43214A,T43.21,"poisoning by, adverse effect of and underdosing of selective serotonin and norepinephrine reuptake inhibitors"
3184,04101,B950,B95.0,"streptococcus, group a, as the cause of diseases classified elsewhere"
3185,2271,D351,D35.1,benign neoplasm of parathyroid gland
3186,40509,I158,I15.8,other secondary hypertension
3187,31239,F6389,F63.89,other impulse disorders
3188,25052,E1165,E11.65,type 2 diabetes mellitus with hyperglycemia
3189,0039,A029,A02.9,"salmonella infection, unspecified"
3190,80101,S02109A,S02.10,unspecified fracture of base of skull
3191,3519,G519,G51.9,"disorder of facial nerve, unspecified"
3192,72632,M7710,M77.10,"lateral epicondylitis, unspecified elbow"
3193,42610,I4430,I44.30,unspecified atrioventricular block
3194,94402,T23419A,T23.41,corrosion of unspecified degree of thumb (nail)
3195,79539,R899,R89.9,"unspecified abnormal finding in specimens from other organs, systems and tissues"
3196,5780,K920,K92.0,hematemesis
3197,86329,S36408A,S36.40,unspecified injury of small intestine
3198,44284,I728,I72.8,aneurysm of other specified arteries
3199,36481,H2181,H21.81,floppy iris syndrome
3200,4417,I716,I71.6,"thoracoabdominal aortic aneurysm, without rupture"
3201,75235,Q512,Q51.2,other doubling of uterus
3202,7015,L929,L92.9,"granulomatous disorder of the skin and subcutaneous tissue, unspecified"
3203,2127,D151,D15.1,benign neoplasm of heart
3204,81404,S62166A,S62.16,fracture of pisiform
3205,2650,E5112,E51.12,wet beriberi
3206,E8880,W01110A,W01.11,"fall on same level from slipping, tripping and stumbling with subsequent striking against sharp object"
3207,56401,K5901,K59.01,slow transit constipation
3208,V240,Z390,Z39.0,encounter for care and examination of mother immediately after delivery
3209,41001,I2109,I21.09,st elevation (stemi) myocardial infarction involving other coronary artery of anterior wall
3210,28412,D61811,D61.81,pancytopenia
3211,9086,T799XXS,T79.9,unspecified early complication of trauma
3212,8405,S4380XA,S43.80,sprain of other specified parts of unspecified shoulder girdle
3213,6288,N978,N97.8,female infertility of other origin
3214,E8642,T51.8X,T51.8X,toxic effect of other alcohols
3215,71517,M19079,M19.07,primary osteoarthritis ankle and foot
3216,29524,F202,F20.2,catatonic schizophrenia
3217,E8715,T81.6,T81.6,acute reaction to foreign substance accidentally left during a procedure
3218,92321,S60219A,S60.21,contusion of wrist
3219,E8768,Y658,Y65.8,other specified misadventures during surgical and medical care
